run_id,timestamp,protocol,http_version,payload,attempt,http_code,size_bytes,time_namelookup_s,time_connect_s,time_appconnect_s,time_pretransfer_s,time_starttransfer_s,time_total_s,speed_Bps,speed_KBps,speed_MBps,num_connects,num_redirects
20260426T214559Z,2026-04-26T21:45:59Z,HTTP/2,2,100kb.bin,1,200,102400,0.000218,0.000282,0.002726,0.002765,0.003235,0.003403,30091096,29385.836,28.697,1,0
20260426T214559Z,2026-04-26T21:45:59Z,HTTP/2,2,100kb.bin,2,200,102400,0.000204,0.000260,0.002710,0.002748,0.003230,0.003385,30251107,29542.097,28.850,1,0
20260426T214559Z,2026-04-26T21:45:59Z,HTTP/2,2,100kb.bin,3,200,102400,0.000222,0.000282,0.002663,0.002704,0.003150,0.003277,31248092,30515.715,29.801,1,0
20260426T214559Z,2026-04-26T21:45:59Z,HTTP/2,2,100kb.bin,4,200,102400,0.000195,0.000271,0.002520,0.002555,0.002929,0.003091,33128437,32351.989,31.594,1,0
20260426T214559Z,2026-04-26T21:45:59Z,HTTP/2,2,100kb.bin,5,200,102400,0.000211,0.000259,0.002557,0.002594,0.002966,0.003129,32726110,31959.092,31.210,1,0
20260426T214559Z,2026-04-26T21:45:59Z,HTTP/2,2,100kb.bin,6,200,102400,0.000166,0.000213,0.002422,0.002451,0.002767,0.002902,35286009,34458.993,33.651,1,0
20260426T214559Z,2026-04-26T21:45:59Z,HTTP/2,2,100kb.bin,7,200,102400,0.000180,0.000221,0.002746,0.002777,0.003076,0.003212,31880448,31133.250,30.404,1,0
20260426T214559Z,2026-04-26T21:45:59Z,HTTP/2,2,100kb.bin,8,200,102400,0.000168,0.000206,0.002398,0.002432,0.002713,0.002839,36069038,35223.670,34.398,1,0
20260426T214559Z,2026-04-26T21:45:59Z,HTTP/2,2,100kb.bin,9,200,102400,0.000184,0.000243,0.002420,0.002449,0.002774,0.002891,35420269,34590.106,33.779,1,0
20260426T214559Z,2026-04-26T21:45:59Z,HTTP/2,2,100kb.bin,10,200,102400,0.000189,0.000232,0.002368,0.002400,0.002711,0.002809,36454254,35599.857,34.765,1,0
20260426T214559Z,2026-04-26T21:45:59Z,HTTP/2,2,100kb.bin,11,200,102400,0.000175,0.000217,0.002360,0.002390,0.002670,0.002795,36636851,35778.175,34.940,1,0
20260426T214559Z,2026-04-26T21:45:59Z,HTTP/2,2,100kb.bin,12,200,102400,0.000150,0.000184,0.002379,0.002412,0.002750,0.002879,35567905,34734.282,33.920,1,0
20260426T214559Z,2026-04-26T21:45:59Z,HTTP/2,2,100kb.bin,13,200,102400,0.000157,0.000189,0.002307,0.002349,0.002740,0.002930,34948805,34129.692,33.330,1,0
20260426T214559Z,2026-04-26T21:45:59Z,HTTP/2,2,100kb.bin,14,200,102400,0.000194,0.000233,0.002388,0.002418,0.002738,0.002867,35716777,34879.665,34.062,1,0
20260426T214559Z,2026-04-26T21:45:59Z,HTTP/2,2,100kb.bin,15,200,102400,0.000147,0.000180,0.002389,0.002422,0.002737,0.002896,35359116,34530.387,33.721,1,0
20260426T214559Z,2026-04-26T21:45:59Z,HTTP/2,2,100kb.bin,16,200,102400,0.000148,0.000180,0.002628,0.002661,0.003090,0.003240,31604938,30864.197,30.141,1,0
20260426T214559Z,2026-04-26T21:45:59Z,HTTP/2,2,100kb.bin,17,200,102400,0.000161,0.000202,0.002376,0.002407,0.002695,0.002793,36663086,35803.795,34.965,1,0
20260426T214559Z,2026-04-26T21:45:59Z,HTTP/2,2,100kb.bin,18,200,102400,0.000171,0.000212,0.002417,0.002455,0.002767,0.002908,35213204,34387.895,33.582,1,0
20260426T214559Z,2026-04-26T21:45:59Z,HTTP/2,2,100kb.bin,19,200,102400,0.000166,0.000201,0.002344,0.002373,0.002676,0.002798,36597569,35739.813,34.902,1,0
20260426T214559Z,2026-04-26T21:45:59Z,HTTP/2,2,100kb.bin,20,200,102400,0.000177,0.000214,0.002377,0.002408,0.002686,0.002862,35779175,34940.601,34.122,1,0
20260426T214559Z,2026-04-26T21:45:59Z,HTTP/2,2,100kb.bin,21,200,102400,0.000182,0.000222,0.002388,0.002419,0.002815,0.003001,34121959,33322.226,32.541,1,0
20260426T214559Z,2026-04-26T21:45:59Z,HTTP/2,2,100kb.bin,22,200,102400,0.000173,0.000210,0.002346,0.002377,0.002712,0.002851,35917222,35075.412,34.253,1,0
20260426T214559Z,2026-04-26T21:45:59Z,HTTP/2,2,100kb.bin,23,200,102400,0.000153,0.000186,0.002345,0.002421,0.002711,0.002819,36324937,35473.571,34.642,1,0
20260426T214559Z,2026-04-26T21:45:59Z,HTTP/2,2,100kb.bin,24,200,102400,0.000171,0.000221,0.002376,0.002406,0.002675,0.002772,36940836,36075.035,35.230,1,0
20260426T214559Z,2026-04-26T21:45:59Z,HTTP/2,2,100kb.bin,25,200,102400,0.000157,0.000210,0.002366,0.002395,0.002665,0.002864,35754189,34916.200,34.098,1,0
20260426T214559Z,2026-04-26T21:45:59Z,HTTP/2,2,100kb.bin,26,200,102400,0.000161,0.000194,0.002331,0.002360,0.002634,0.002789,36715668,35855.145,35.015,1,0
20260426T214559Z,2026-04-26T21:45:59Z,HTTP/2,2,100kb.bin,27,200,102400,0.000188,0.000232,0.002425,0.002454,0.002767,0.002896,35359116,34530.387,33.721,1,0
20260426T214559Z,2026-04-26T21:45:59Z,HTTP/2,2,100kb.bin,28,200,102400,0.000170,0.000206,0.002353,0.002387,0.002698,0.002845,35992970,35149.385,34.326,1,0
20260426T214559Z,2026-04-26T21:45:59Z,HTTP/2,2,100kb.bin,29,200,102400,0.000161,0.000196,0.002380,0.002410,0.002735,0.002884,35506241,34674.063,33.861,1,0
20260426T214559Z,2026-04-26T21:45:59Z,HTTP/2,2,100kb.bin,30,200,102400,0.000248,0.000292,0.002494,0.002525,0.002821,0.002960,34594594,33783.783,32.992,1,0
20260426T214559Z,2026-04-26T21:45:59Z,HTTP/2,2,100kb.bin,31,200,102400,0.000176,0.000219,0.002409,0.002447,0.002793,0.002956,34641407,33829.499,33.037,1,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/2,2,100kb.bin,32,200,102400,0.000185,0.000236,0.002474,0.002504,0.002811,0.002981,34350888,33545.789,32.760,1,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/2,2,100kb.bin,33,200,102400,0.000160,0.000206,0.002484,0.002525,0.002928,0.003047,33606826,32819.166,32.050,1,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/2,2,100kb.bin,34,200,102400,0.000293,0.000332,0.002639,0.002675,0.003032,0.003150,32507936,31746.031,31.002,1,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/2,2,100kb.bin,35,200,102400,0.000163,0.000210,0.002465,0.002502,0.002815,0.002929,34960737,34141.345,33.341,1,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/2,2,100kb.bin,36,200,102400,0.000150,0.000192,0.002410,0.002441,0.002749,0.002920,35068493,34246.575,33.444,1,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/2,2,100kb.bin,37,200,102400,0.000163,0.000209,0.002502,0.002534,0.002921,0.003032,33773087,32981.530,32.209,1,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/2,2,100kb.bin,38,200,102400,0.000173,0.000210,0.002446,0.002475,0.002801,0.002947,34747200,33932.812,33.138,1,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/2,2,100kb.bin,39,200,102400,0.000171,0.000204,0.002392,0.002424,0.002743,0.002933,34913058,34094.783,33.296,1,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/2,2,100kb.bin,40,200,102400,0.000165,0.000206,0.002513,0.002546,0.002877,0.003034,33750823,32959.788,32.187,1,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/3,0,100kb.bin,1,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/3,0,100kb.bin,2,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/3,0,100kb.bin,3,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/3,0,100kb.bin,4,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/3,0,100kb.bin,5,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/3,0,100kb.bin,6,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/3,0,100kb.bin,7,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/3,0,100kb.bin,8,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/3,0,100kb.bin,9,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/3,0,100kb.bin,10,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/3,0,100kb.bin,11,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/3,0,100kb.bin,12,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/3,0,100kb.bin,13,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/3,0,100kb.bin,14,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/3,0,100kb.bin,15,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/3,0,100kb.bin,16,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/3,0,100kb.bin,17,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/3,0,100kb.bin,18,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/3,0,100kb.bin,19,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/3,0,100kb.bin,20,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/3,0,100kb.bin,21,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/3,0,100kb.bin,22,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/3,0,100kb.bin,23,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/3,0,100kb.bin,24,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/3,0,100kb.bin,25,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/3,0,100kb.bin,26,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/3,0,100kb.bin,27,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/3,0,100kb.bin,28,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/3,0,100kb.bin,29,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/3,0,100kb.bin,30,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/3,0,100kb.bin,31,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/3,0,100kb.bin,32,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/3,0,100kb.bin,33,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/3,0,100kb.bin,34,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/3,0,100kb.bin,35,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/3,0,100kb.bin,36,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/3,0,100kb.bin,37,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/3,0,100kb.bin,38,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/3,0,100kb.bin,39,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/3,0,100kb.bin,40,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/2,2,1mb.bin,1,200,1048576,0.000207,0.000266,0.002839,0.002889,0.003361,0.004640,225986206,220689.654,215.517,1,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/2,2,1mb.bin,2,200,1048576,0.000188,0.000248,0.002499,0.002539,0.002859,0.003748,279769477,273212.380,266.809,1,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/2,2,1mb.bin,3,200,1048576,0.000200,0.000252,0.003040,0.003075,0.003468,0.004475,234318659,228826.815,223.464,1,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/2,2,1mb.bin,4,200,1048576,0.000194,0.000239,0.002466,0.002499,0.002849,0.004147,252851700,246925.488,241.138,1,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/2,2,1mb.bin,5,200,1048576,0.000253,0.000311,0.002503,0.002539,0.002910,0.003948,265596757,259371.833,253.293,1,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/2,2,1mb.bin,6,200,1048576,0.000200,0.000244,0.002402,0.002442,0.002793,0.004135,253585489,247642.079,241.838,1,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/2,2,1mb.bin,7,200,1048576,0.000179,0.000229,0.002526,0.002562,0.002923,0.003869,271019901,264667.872,258.465,1,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/2,2,1mb.bin,8,200,1048576,0.000183,0.000227,0.002393,0.002427,0.002737,0.003630,288863911,282093.663,275.482,1,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/2,2,1mb.bin,9,200,1048576,0.000192,0.000236,0.002382,0.002418,0.002742,0.003848,272498960,266112.266,259.875,1,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/2,2,1mb.bin,10,200,1048576,0.000170,0.000209,0.002340,0.002371,0.002682,0.003738,280517924,273943.285,267.523,1,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/2,2,1mb.bin,11,200,1048576,0.000185,0.000226,0.002403,0.002433,0.002772,0.003576,293225950,286353.467,279.642,1,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/2,2,1mb.bin,12,200,1048576,0.000167,0.000209,0.002370,0.002400,0.002709,0.003534,296710809,289756.649,282.965,1,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/2,2,1mb.bin,13,200,1048576,0.000159,0.000205,0.002358,0.002388,0.002706,0.003563,294295818,287398.260,280.662,1,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/2,2,1mb.bin,14,200,1048576,0.000164,0.000202,0.002382,0.002413,0.002744,0.003648,287438596,280701.754,274.123,1,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/2,2,1mb.bin,15,200,1048576,0.000167,0.000203,0.002385,0.002416,0.002773,0.003720,281875268,275268.816,268.817,1,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/2,2,1mb.bin,16,200,1048576,0.000160,0.000196,0.002357,0.002387,0.002713,0.003918,267630423,261357.835,255.232,1,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/2,2,1mb.bin,17,200,1048576,0.000168,0.000207,0.002298,0.002328,0.002608,0.003558,294709387,287802.136,281.057,1,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/2,2,1mb.bin,18,200,1048576,0.000205,0.000249,0.002403,0.002434,0.002743,0.003586,292408254,285554.936,278.862,1,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/2,2,1mb.bin,19,200,1048576,0.000188,0.000229,0.002499,0.002529,0.002889,0.004081,256940945,250918.892,245.038,1,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/2,2,1mb.bin,20,200,1048576,0.000164,0.000205,0.002345,0.002376,0.002675,0.003516,298229806,291240.045,284.414,1,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/2,2,1mb.bin,21,200,1048576,0.000203,0.000252,0.002453,0.002485,0.002831,0.004010,261490274,255361.596,249.377,1,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/2,2,1mb.bin,22,200,1048576,0.000164,0.000207,0.002416,0.002449,0.002792,0.003880,270251546,263917.525,257.732,1,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/2,2,1mb.bin,23,200,1048576,0.000168,0.000208,0.002369,0.002401,0.002723,0.003659,286574473,279857.884,273.299,1,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/2,2,1mb.bin,24,200,1048576,0.000144,0.000181,0.002329,0.002360,0.002694,0.003615,290062517,283264.177,276.625,1,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/2,2,1mb.bin,25,200,1048576,0.000191,0.000234,0.002451,0.002483,0.002815,0.003793,276450303,269970.999,263.644,1,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/2,2,1mb.bin,26,200,1048576,0.000151,0.000187,0.002356,0.002390,0.002699,0.003615,290062517,283264.177,276.625,1,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/2,2,1mb.bin,27,200,1048576,0.000159,0.000194,0.002318,0.002347,0.002640,0.003554,295041080,288126.055,281.373,1,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/2,2,1mb.bin,28,200,1048576,0.000149,0.000189,0.002702,0.002739,0.003109,0.004149,252729814,246806.459,241.022,1,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/2,2,1mb.bin,29,200,1048576,0.000173,0.000214,0.002376,0.002411,0.002713,0.003900,268865641,262564.103,256.410,1,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/2,2,1mb.bin,30,200,1048576,0.000161,0.000199,0.002393,0.002426,0.002711,0.003719,281951062,275342.834,268.889,1,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/2,2,1mb.bin,31,200,1048576,0.000156,0.000194,0.002346,0.002386,0.002690,0.003604,290947835,284128.745,277.469,1,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/2,2,1mb.bin,32,200,1048576,0.000156,0.000208,0.002347,0.002383,0.002763,0.003720,281875268,275268.816,268.817,1,0
20260426T214559Z,2026-04-26T21:46:00Z,HTTP/2,2,1mb.bin,33,200,1048576,0.000188,0.000231,0.002420,0.002451,0.002749,0.003630,288863911,282093.663,275.482,1,0
